num,demo_completion_time
2,236.346
2,353.925
2,116.13
2,214.732
2,524.171
2,75.254
2,52.744
2,38.309
2,54.916
2,54.952
2,41.019
2,64.941
2,63.693
2,80.338
2,70.783
2,78.103
2,151.298
2,73.04
2,92.471
2,165.164
2,134.522
2,83.426
2,107.105
2,53.418
2,37.695
2,28.846
2,26.944
2,83.788
2,116.131
2,26.687
2,243.74
2,72.824
2,294.573
2,31.886
2,26.495
2,82.765
2,207.521
2,196.191
2,45.87
2,13.863
2,47.512
2,127.631
2,43.948
2,61.415
2,28.791
2,47.449
2,29.469
2,42.671
2,62.529
2,22.527
2,13.599
2,40.446
2,53.596
2,22.967
2,94.439
2,15.036
2,33.257
2,99.492
2,45.933
2,190.472
2,66.201
2,11.972
2,95.271
2,20.666
2,20.969
2,300.177
2,28.094
2,59.984
2,82.471
2,42.786
2,31.567
2,34.127
2,24.552
2,103.234
2,80.837
2,39.423
2,23.662
2,25.887
2,28.183
2,22.255
2,8.488
2,128.37
2,42.969
2,105.448
2,55.704
2,134.955
2,176.167
2,331.121
2,295.53
2,147.01
2,418.543
2,166.344
2,51.288
2,23.786
2,43.861
2,30.385
2,24.209
2,87.724
2,52.711
2,91.289
2,324.698
2,177.821
2,199.031
2,96.858
2,68.991
2,35.614
2,196.601
2,121.56
2,70.389
2,59.692
2,91.84
2,17.672
2,129.772
2,64.549
2,56.922
2,67.904
2,520.521
2,28.076
2,44.95
2,116.761
2,64.427
2,54.34
2,29.199
2,180.656
2,15.623
2,15.992
2,21.614
2,97.488
2,92.653
2,32.873
2,66.442
2,220.873
2,48.998
2,80.959
2,45.616
2,68.554
2,29.48
2,66.913
2,35.318
2,49.989
2,9.63
2,87.171
2,50.592
2,63.312
2,48.193
2,19.613
2,118.238
2,45.383
2,74.406
2,59.858
2,23.033
2,79.011
2,145.251
2,84.408
2,92.497
2,31.161
2,33.065
2,35.287
2,40.439
2,421.953
2,215.244
2,108.483
2,125.905
2,160.803
2,183.751
2,68.754
2,133.164
2,141.959
2,32.655
2,19.199
2,40.707
2,82.769
2,62.797
2,22.003
2,43.02
2,91.756
2,20.108
2,74.526
2,53.463
2,28.715
2,33.011
2,26.706
2,36.05
2,109.305
2,34.111
2,33.717
2,86.637
2,30.518
2,35.32
2,40.464
2,63.407
2,161.872
2,57.022
2,81.582
2,129.618
2,56.527
2,27.543
2,55.307
2,26.564
2,34.301
2,47.374
2,84.014
2,46.606
2,44.621
2,59.157
2,523.746
2,58.2
2,172.051
2,36.834
2,325.401
2,104.962
2,32.974
2,58.425
2,171.805
2,52.945
2,155.272
2,21.654
2,25.856
2,80.566
2,56.698
2,105.592
2,95.768
2,89.063
2,90.409
2,22.255
2,8.488
2,128.37
2,42.969
2,105.448
2,55.704
2,134.955
2,176.167
2,331.121
2,295.53
2,147.01
2,418.543
2,166.344
2,51.288
2,23.786
2,43.861
2,30.385
2,24.209
2,87.724
2,52.711
2,91.289
2,324.698
2,177.821
2,199.031
2,96.858
2,68.991
2,35.614
2,196.601
2,121.56
2,70.389
2,59.692
2,91.84
2,17.672
2,129.772
2,64.549
2,56.922
2,67.904
2,520.521
2,28.076
2,44.95
2,116.761
2,64.427
2,54.34
2,29.199
2,180.656
2,22.255
2,8.488
2,128.37
2,42.969
2,105.448
2,55.704
2,134.955
2,176.167
2,331.121
2,295.53
2,147.01
2,418.543
2,166.344
2,51.288
2,23.786
2,43.861
2,30.385
2,24.209
2,87.724
2,52.711
2,91.289
2,324.698
2,177.821
2,199.031
2,96.858
2,68.991
2,35.614
2,196.601
2,121.56
2,70.389
2,59.692
3,116.521
3,126.843
3,82.937
3,369.926
3,38.609
3,29.871
3,19.126
3,35.151
3,49.806
3,39.374
3,75.504
3,71.238
3,71.599
3,136.272
3,81.472
3,79.081
3,33.76
3,47.561
3,48.744
3,361.681
3,92.222
3,120.537
3,227.036
3,78.303
3,32.056
3,354.48
3,24.095
3,201.677
3,166.899
3,286.736
3,77.509
3,159.774
3,149.932
3,38.66
3,588.055
3,31.0
3,104.965
3,54.401
3,67.468
3,77.621
3,43.324
3,101.448
3,23.539
3,31.608
3,59.846
3,25.427
3,72.041
3,58.95
3,77.801
3,17.96
3,92.216
3,42.32
3,49.407
3,32.351
3,22.163
3,17.032
3,14.92
3,12.671
3,18.378
3,195.032
3,107.568
3,66.49
3,28.047
3,52.853
3,20.291
3,29.07
3,47.351
3,26.179
3,28.223
3,80.824
3,51.832
3,47.399
3,17.983
3,113.159
3,38.773
3,157.474
3,24.145
3,33.493
3,33.201
3,15.776
3,19.757
3,18.85
3,43.15
3,80.613
3,25.671
3,16.683
3,61.577
3,155.634
3,69.743
3,79.639
3,129.657
3,38.745
3,143.764
3,162.74
3,111.751
3,205.371
3,151.781
3,47.343
3,29.5
3,38.573
3,50.207
3,112.232
3,206.776
3,39.056
3,45.719
3,96.174
3,40.795
3,92.648
3,98.312
3,111.703
3,41.492
3,38.728
3,323.186
3,81.016
3,85.671
3,116.505
3,98.745
3,95.889
3,71.237
3,269.241
3,45.539
3,203.934
3,58.856
3,136.644
3,104.683
3,159.72
3,62.432
3,32.665
3,88.79
3,47.376
3,51.606
3,115.151
3,182.053
3,569.285
3,28.217
3,90.449
3,55.85
3,142.845
3,61.463
3,34.578
3,61.577
3,155.634
3,69.743
3,79.639
3,129.657
3,38.745
3,143.764
3,162.74
3,111.751
3,205.371
3,151.781
3,47.343
3,29.5
3,38.573
3,50.207
3,112.232
3,206.776
3,39.056
3,45.719
3,96.174
3,40.795
3,92.648
3,98.312
3,111.703
3,41.492
3,38.728
3,323.186
3,81.016
3,85.671
3,116.505
3,98.745
3,95.889
3,71.237
3,269.241
3,45.539
3,203.934
3,58.856
3,136.644
3,104.683
3,159.72
3,62.432
3,32.665
3,88.79
3,47.376
3,51.606
3,115.151
3,182.053
3,569.285
3,28.217
3,90.449
3,55.85
3,142.845
3,61.463
3,34.578
3,38.853
3,30.6
3,29.842
3,30.888
3,22.696
3,102.887
3,27.999
3,112.537
3,114.53
3,98.345
3,158.668
3,57.764
3,33.044
3,43.908
3,94.721
3,23.307
3,102.145
3,29.196
3,35.654
3,103.847
3,245.264
3,84.737
3,74.972
3,136.219
3,145.554
3,80.82
3,67.776
3,36.567
3,102.664
3,26.416
3,37.414
3,30.654
3,42.942
3,51.539
3,66.791
3,230.381
3,706.11
3,61.48
3,71.828
3,104.366
3,38.672
3,202.107
3,335.361
3,43.408
3,336.097
3,85.336
3,59.945
3,172.038
3,149.198
3,19.839
3,28.985
3,14.007
3,53.72
3,33.663
3,31.968
3,53.767
3,47.587
3,50.278
3,328.159
3,8.843
3,50.994
3,45.378
3,266.936
3,260.909
3,68.248
3,111.674
3,111.851
3,76.048
3,24.32
3,82.133
3,56.542
3,58.779
3,110.462
3,17.911
3,54.487
3,162.564
3,76.366
3,126.553
3,58.74
3,318.77
3,32.707
3,75.651
3,106.893
3,77.48
3,94.261
3,64.979
3,42.955
3,115.732
3,64.261
3,29.506
3,39.087
3,61.577
3,155.634
3,69.743
3,79.639
3,129.657
3,38.745
3,143.764
3,162.74
3,111.751
3,205.371
3,151.781
3,47.343
3,29.5
3,38.573
3,50.207
4,196.287
4,105.124
4,110.919
4,79.537
4,137.198
4,16.343
4,61.633
4,40.363
4,117.809
4,120.878
4,63.03
4,38.278
4,108.321
4,77.656
4,94.399
4,97.777
4,33.112
4,50.774
4,19.272
4,22.271
4,638.149
4,18.648
4,75.793
4,42.183
4,86.959
4,132.064
4,53.371
4,26.797
4,21.027
4,25.366
4,63.216
4,89.513
4,187.136
4,66.004
4,38.759
4,19.764
4,47.853
4,28.128
4,69.746
4,217.974
4,58.966
4,251.566
4,131.681
4,70.487
4,30.817
4,75.183
4,146.312
4,33.91
4,36.686
4,108.936
4,195.9
4,24.519
4,33.08
4,44.252
4,24.308
4,14.17
4,23.905
4,44.054
4,90.835
4,32.262
4,63.762
4,34.854
4,15.306
4,158.717
4,156.581
4,93.008
4,4.689
4,93.465
4,98.627
4,90.853
4,94.041
4,81.733
4,50.984
4,85.408
4,182.514
4,93.6
4,90.019
4,195.719
4,84.377
4,182.335
4,42.828
4,401.711
4,95.151
4,271.978
4,108.553
4,121.349
4,171.242
4,188.788
4,694.618
4,54.338
4,143.342
4,82.593
4,24.854
4,78.797
4,421.214
4,60.815
4,42.456
4,100.263
4,140.45
4,31.854
4,77.784
4,53.931
4,59.711
4,48.612
4,84.766
4,57.404
4,35.572
4,154.513
4,152.962
4,60.736
4,362.985
4,102.128
4,31.966
4,63.99
4,240.052
4,134.819
4,229.543
4,111.695
4,213.981
4,35.264
4,43.682
4,52.624
4,58.929
4,44.143
4,42.821
4,78.361
4,358.135
4,38.893
4,57.196
4,116.034
4,87.301
4,67.599
4,76.753
4,53.285
4,69.846
4,73.811
4,93.23
4,61.892
4,161.765
4,139.611
4,197.335
4,84.577
4,53.585
4,235.854
4,78.027
4,87.46
4,92.787
4,188.445
4,22.88
4,32.869
4,69.9
4,89.179
4,208.5
4,118.649
4,239.374
4,91.985
4,211.76
4,23.5
4,273.83
4,177.248
4,83.216
4,91.58
4,58.275
4,60.25
4,305.393
4,79.925
4,92.272
4,196.327
4,89.13
4,53.232
4,101.043
4,61.432
4,145.354
4,82.743
4,123.339
4,41.176
4,120.913
4,98.31
4,48.244
4,75.461
4,40.262
4,38.782
4,56.603
4,63.495
4,64.783
4,288.34
4,200.573
4,52.448
4,115.763
4,49.247
4,12.35
4,139.415
4,113.55
4,104.415
4,255.362
4,41.881
4,47.84
4,95.955
4,38.22
4,73.153
4,14.991
4,49.144
4,88.391
4,17.057
4,55.187
4,128.206
4,129.999
4,50.02
4,59.93
4,179.513
4,84.133
4,236.905
4,150.164
4,114.399
4,36.247
4,105.573
4,96.43
4,65.038
4,14.199
4,118.662
4,93.061
4,179.75
4,85.261
4,37.368
4,50.445
4,69.959
4,73.5
4,62.385
4,90.888
4,74.407
4,52.058
4,56.549
4,71.323
4,39.528
4,80.261
4,101.629
4,56.883
4,30.425
4,90.359
4,45.21
4,57.466
4,204.455
4,86.474
4,140.5
4,57.569
4,151.109
4,73.721
4,93.67
4,29.085
4,84.723
4,335.404
4,77.282
4,73.569
4,98.99
4,89.936
4,54.448
4,36.885
4,39.788
4,61.611
4,87.297
4,187.791
4,50.074
4,188.299
4,43.185
4,67.048
4,152.102
4,80.016
4,131.855
4,105.302
4,145.586
4,110.592
4,52.767
4,66.932
4,104.495
4,62.248
4,417.839
4,117.917
4,47.179
4,28.84
4,44.718
4,48.549
4,63.703
4,337.963
4,71.54
4,102.974
4,93.681
4,55.471
4,207.103
4,103.045
